
author_number_beds,author_number_icu_beds,author_number_ventilators,city_id,city_name,country_iso,country_name,data_last_refreshed,female,female-0-19,female-20-29,female-30-39,female-40-49,female-50-59,female-60-69,female-70-79,female-80>,health_region_id,health_region_name,last_updated_number_beds,last_updated_number_covid_icu_beds,last_updated_number_icu_beds,last_updated_number_ventilators,male,male-0-19,male-20-29,male-30-39,male-40-49,male-50-59,male-60-69,male-70-79,male-80>,number_beds,number_covid_icu_beds,number_icu_beds,number_ventilators,population,state_id,state_name,state_num_id
DataSUS,DataSUS,DataSUS,4128401,Uraí,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,41018,18ª RS Cornélio Procópio,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,24,0,0,0,11314,PR,Paraná,41
DataSUS,DataSUS,DataSUS,4128500,Wenceslau Braz,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,41019,19ª RS Jacarezinho,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,24,0,0,2,19414,PR,Paraná,41
DataSUS,DataSUS,DataSUS,4128534,Ventania,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,41021,21ª RS Telêmaco Borba,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,0,0,0,1,11892,PR,Paraná,41
DataSUS,DataSUS,DataSUS,4128559,Vera Cruz do Oeste,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,41010,10ª RS Cascavel,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,14,0,0,0,8521,PR,Paraná,41
DataSUS,DataSUS,DataSUS,4128609,Verê,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,41008,8ª RS Francisco Beltrão,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,17,0,0,0,7257,PR,Paraná,41
DataSUS,DataSUS,DataSUS,4128625,Alto Paraíso,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,41012,12ª RS Umuarama,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,0,0,0,0,2741,PR,Paraná,41
DataSUS,DataSUS,DataSUS,4128633,Doutor Ulysses,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,41002,2ª RS Metropolitana,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,0,0,0,0,5580,PR,Paraná,41
DataSUS,DataSUS,DataSUS,4128658,Virmond,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,41005,5ª RS Guarapuava,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,0,0,0,0,4023,PR,Paraná,41
DataSUS,DataSUS,DataSUS,4128708,Vitorino,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,41007,7ª RS Pato Branco,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,0,0,0,0,6838,PR,Paraná,41
DataSUS,DataSUS,DataSUS,4128807,Xambrê,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,41012,12ª RS Umuarama,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,0,0,0,0,5679,PR,Paraná,41
DataSUS,DataSUS,DataSUS,3300100,Angra dos Reis,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33001,Baia da Ilha Grande,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,280,40,24,105,203785,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3300159,Aperibé,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33007,Noroeste,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,25,0,0,2,11759,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3300209,Araruama,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33002,Baixada Litorânea,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,126,6,16,66,132400,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3300225,Areal,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33003,Centro-Sul,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,12,0,0,5,12572,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3300233,Armação dos Búzios,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33002,Baixada Litorânea,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,30,0,0,1,33870,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3300258,Arraial do Cabo,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33002,Baixada Litorânea,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,57,0,8,7,30349,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3300308,Barra do Piraí,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33004,Médio Paraíba,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,119,0,14,14,100374,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3300407,Barra Mansa,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33004,Médio Paraíba,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,227,4,43,53,184412,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3300456,Belford Roxo,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33005,Metropolitana I,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,127,25,0,62,510906,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3300506,Bom Jardim,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33009,Serrana,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,43,0,0,4,27446,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3300605,Bom Jesus do Itabapoana,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33007,Noroeste,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,105,22,10,32,37096,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3300704,Cabo Frio,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33002,Baixada Litorânea,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,430,0,55,88,226525,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3300803,Cachoeiras de Macacu,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33009,Serrana,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,63,0,0,8,58937,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3300902,Cambuci,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33007,Noroeste,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,31,0,4,4,15505,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3300936,Carapebus,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33008,Norte,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,20,5,0,6,16301,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3300951,Comendador Levy Gasparian,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33003,Centro-Sul,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,0,0,0,2,8561,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3301009,Campos dos Goytacazes,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33008,Norte,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,1119,0,211,306,507548,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3301108,Cantagalo,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33009,Serrana,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,58,0,20,11,20172,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3301157,Cardoso Moreira,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33007,Noroeste,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,0,0,0,0,12823,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3301207,Carmo,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33009,Serrana,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,25,0,0,4,18895,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3301306,Casimiro de Abreu,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33002,Baixada Litorânea,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,47,0,0,4,44184,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3301405,Conceição de Macabu,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33008,Norte,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,22,11,0,15,23228,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3301504,Cordeiro,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33009,Serrana,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,27,10,0,10,21926,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3301603,Duas Barras,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33009,Serrana,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,23,0,0,1,11492,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3301702,Duque de Caxias,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33005,Metropolitana I,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,770,207,143,513,919596,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3301801,Engenheiro Paulo de Frontin,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33003,Centro-Sul,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,20,0,0,3,14002,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3301850,Guapimirim,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33009,Serrana,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,40,0,0,2,60517,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3301876,Iguaba Grande,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33002,Baixada Litorânea,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,0,0,0,11,28310,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3301900,Itaboraí,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33006,Metropolitana II,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,263,43,21,83,240592,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3302007,Itaguaí,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33005,Metropolitana I,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,60,0,0,19,133019,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3302056,Italva,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33007,Noroeste,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,0,0,0,0,15207,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3302106,Itaocara,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33007,Noroeste,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,51,7,4,13,23234,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3302205,Itaperuna,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33007,Noroeste,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,224,10,92,72,103224,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3302254,Itatiaia,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33004,Médio Paraíba,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,22,0,0,10,31805,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3302270,Japeri,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33005,Metropolitana I,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,0,0,0,7,104768,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3302304,Laje do Muriaé,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33007,Noroeste,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,19,0,0,1,7355,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3302403,Macaé,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33008,Norte,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,358,22,85,155,256672,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3302452,Macuco,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33009,Serrana,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,0,0,0,1,5599,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3302502,Magé,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33005,Metropolitana I,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,128,15,0,47,245071,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3302601,Mangaratiba,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33001,Baia da Ilha Grande,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,42,0,0,7,44468,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3302700,Maricá,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33006,Metropolitana II,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,220,20,0,80,161207,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3302809,Mendes,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33003,Centro-Sul,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,43,0,0,1,18614,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3302858,Mesquita,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33005,Metropolitana I,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,77,0,0,36,176103,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3302908,Miguel Pereira,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33003,Centro-Sul,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,51,0,0,3,25538,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3303005,Miracema,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33007,Noroeste,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,54,6,9,13,27174,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3303104,Natividade,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33007,Noroeste,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,34,0,0,2,15317,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3303203,Nilópolis,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33005,Metropolitana I,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,106,0,8,52,162485,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3303302,Niterói,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33006,Metropolitana II,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,1422,28,249,615,513584,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3303401,Nova Friburgo,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33009,Serrana,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,376,10,28,109,190631,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3303500,Nova Iguaçu,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33005,Metropolitana I,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,459,20,61,140,821128,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3303609,Paracambi,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33003,Centro-Sul,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,47,0,0,7,52257,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3303708,Paraíba do Sul,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33003,Centro-Sul,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,106,8,7,35,44285,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3303807,Paraty,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33001,Baia da Ilha Grande,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,64,0,0,31,43165,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3303856,Paty do Alferes,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33003,Centro-Sul,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,0,0,0,0,27769,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3303906,Petrópolis,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33009,Serrana,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,691,123,207,209,306191,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3303955,Pinheiral,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33004,Médio Paraíba,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,22,0,0,2,25156,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3304003,Piraí,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33004,Médio Paraíba,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,35,0,0,7,29277,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3304102,Porciúncula,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33007,Noroeste,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,1,0,0,2,18847,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3304110,Porto Real,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33004,Médio Paraíba,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,33,0,6,7,19683,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3304128,Quatis,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33004,Médio Paraíba,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,27,0,0,1,14302,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3304144,Queimados,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33005,Metropolitana I,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,10,0,0,22,150319,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3304151,Quissamã,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33008,Norte,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,51,15,6,15,24700,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3304201,Resende,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33004,Médio Paraíba,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,271,0,41,97,131341,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3304300,Rio Bonito,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33006,Metropolitana II,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,92,10,10,22,60201,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3304409,Rio Claro,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33004,Médio Paraíba,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,34,0,0,9,18529,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3304508,Rio das Flores,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33004,Médio Paraíba,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,15,0,0,0,9284,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3304524,Rio das Ostras,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33002,Baixada Litorânea,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,82,8,16,44,150674,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3304557,Rio de Janeiro,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33005,Metropolitana I,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,11782,1004,2508,5021,6718903,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3304607,Santa Maria Madalena,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33009,Serrana,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,13,0,0,2,10404,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3304706,Santo Antônio de Pádua,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33007,Noroeste,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,155,0,8,19,42479,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3304755,São Francisco de Itabapoana,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33008,Norte,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,20,0,0,5,42205,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3304805,São Fidélis,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33008,Norte,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,72,0,10,7,38669,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3304904,São Gonçalo,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33006,Metropolitana II,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,1006,203,130,417,1084839,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3305000,São João da Barra,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33008,Norte,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,50,10,0,26,36102,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3305109,São João de Meriti,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33005,Metropolitana I,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,63,38,17,81,472406,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3305133,São José de Ubá,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33007,Noroeste,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,0,0,0,2,7171,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3305158,São José do Vale do Rio Preto,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33009,Serrana,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,34,0,0,4,21795,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3305208,São Pedro da Aldeia,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33002,Baixada Litorânea,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,48,0,0,28,104476,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3305307,São Sebastião do Alto,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33009,Serrana,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,32,0,0,3,9357,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3305406,Sapucaia,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33003,Centro-Sul,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,4,10,0,10,18228,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3305505,Saquarema,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33002,Baixada Litorânea,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,73,6,15,11,89170,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3305554,Seropédica,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33005,Metropolitana I,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,14,5,0,19,82312,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3305604,Silva Jardim,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33006,Metropolitana II,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,38,0,0,2,21774,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3305703,Sumidouro,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33009,Serrana,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,18,0,0,2,15623,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3305752,Tanguá,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33006,Metropolitana II,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,9,0,0,1,34309,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3305802,Teresópolis,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33009,Serrana,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,247,16,33,62,182594,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3305901,Trajano de Moraes,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33009,Serrana,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,22,0,0,1,10626,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3306008,Três Rios,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33003,Centro-Sul,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,57,8,10,59,81804,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3306107,Valença,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33004,Médio Paraíba,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,219,10,20,43,76523,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3306156,Varre-Sai,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33007,Noroeste,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,23,0,0,1,11000,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3306206,Vassouras,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33003,Centro-Sul,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,209,0,85,86,36896,RJ,Rio de Janeiro,33
DataSUS,DataSUS,DataSUS,3306305,Volta Redonda,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,33004,Médio Paraíba,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,835,99,85,302,273012,RJ,Rio de Janeiro,33
